Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2018","2018","index","100.17","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2019","2019","index","100.02","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2020","2020","index","99.91","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2016","2016","index","99.09","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2017","2017","index","98.15","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2018","2018","index","97.08","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2019","2019","index","96.28","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2020","2020","index","95.5","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","414","Beans, green","2016","2016","index","99.42","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","414","Beans, green","2017","2017","index","98.04","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","414","Beans, green","2018","2018","index","98.41","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","414","Beans, green","2019","2019","index","96.77","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","414","Beans, green","2020","2020","index","95.94","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2016","2016","index","104.77","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2017","2017","index","105.19","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2018","2018","index","97.64","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2019","2019","index","97.17","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2020","2020","index","97.37","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","531","Cherries","2016","2016","index","99.69","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","531","Cherries","2017","2017","index","99.86","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","531","Cherries","2018","2018","index","99","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","531","Cherries","2019","2019","index","98.53","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","531","Cherries","2020","2020","index","98.1","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2016","2016","index","98.39","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2017","2017","index","98.03","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2018","2018","index","97.55","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2019","2019","index","96.14","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2020","2020","index","95.43","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2016","2016","index","98.92","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2017","2017","index","98.07","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2018","2018","index","97.24","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2019","2019","index","96.33","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","569","Figs","2020","2020","index","95.33","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2016","2016","index","99.63","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2017","2017","index","97.97","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2018","2018","index","95.83","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2019","2019","index","95.14","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","406","Garlic","2020","2020","index","94.47","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2016","2016","index","83.5","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2017","2017","index","90.56","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2018","2018","index","91.39","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2019","2019","index","88.58","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2020","2020","index","78.54","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2016","2016","index","76.59","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2017","2017","index","84.77","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2018","2018","index","109.94","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2019","2019","index","106.65","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","560","Grapes","2020","2020","index","86.2","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2016","2016","index","119.06","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2017","2017","index","117.73","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2018","2018","index","138.41","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2019","2019","index","129.66","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","497","Lemons and limes","2020","2020","index","124.51","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2016","2016","index","99.67","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2017","2017","index","99.42","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2018","2018","index","98.34","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2019","2019","index","97.77","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2020","2020","index","97.23","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2016","2016","index","98.42","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2017","2017","index","98.13","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2018","2018","index","96.92","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2019","2019","index","96.11","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2020","2020","index","95.32","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2016","2016","index","91.72","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2017","2017","index","98.93","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2018","2018","index","96.05","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2019","2019","index","93.78","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","403","Onions, dry","2020","2020","index","94.45","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2016","2016","index","100.34","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2017","2017","index","98.64","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2018","2018","index","95.96","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2019","2019","index","96.96","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","490","Oranges","2020","2020","index","97.31","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2016","2016","index","99.07","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2017","2017","index","98.1","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2018","2018","index","96.9","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2019","2019","index","96.12","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","600","Papayas","2020","2020","index","95.37","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2016","2016","index","97.12","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2017","2017","index","34.41","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2018","2018","index","85.86","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2019","2019","index","79.03","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2020","2020","index","82.67","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2016","2016","index","83.97","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2017","2017","index","82.41","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2018","2018","index","89.18","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2019","2019","index","93.71","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","521","Pears","2020","2020","index","92.84","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2016","2016","index","99.78","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2017","2017","index","99.41","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2018","2018","index","99.28","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2019","2019","index","99.03","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","417","Peas, green","2020","2020","index","98.78","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2016","2016","index","98.65","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2017","2017","index","97.51","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2018","2018","index","96.67","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2019","2019","index","95.7","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","574","Pineapples","2020","2020","index","94.76","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2016","2016","index","91.14","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2017","2017","index","23.5","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2018","2018","index","104.73","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2019","2019","index","89.22","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","536","Plums and sloes","2020","2020","index","86.88","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2016","2016","index","97.66","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2017","2017","index","96.27","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2018","2018","index","95.44","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2019","2019","index","93.81","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2020","2020","index","92.21","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2016","2016","index","101.33","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2017","2017","index","99.38","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2018","2018","index","98.72","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2019","2019","index","98.37","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","523","Quinces","2020","2020","index","98.02","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2016","2016","index","98.5","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2017","2017","index","98.03","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2018","2018","index","97.57","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2019","2019","index","96.18","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","544","Strawberries","2020","2020","index","95.46","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","423","String beans","2016","2016","index","99.98","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","423","String beans","2017","2017","index","99.51","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","423","String beans","2018","2018","index","99.15","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","423","String beans","2019","2019","index","98.87","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","423","String beans","2020","2020","index","98.61","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2016","2016","index","96.14","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2017","2017","index","93.32","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","index","86.86","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2019","2019","index","84.84","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2020","2020","index","87.36","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2016","2016","index","98.58","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2017","2017","index","97.7","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2018","2018","index","97.02","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2019","2019","index","95.88","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","388","Tomatoes","2020","2020","index","94.76","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2016","2016","index","97.01","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2017","2017","index","98.01","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2018","2018","index","95.81","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2019","2019","index","95.11","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2020","2020","index","94.52","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2016","2016","index","98.5","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2017","2017","index","98.23","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2018","2018","index","97.42","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2019","2019","index","96.53","Fc","Calculated data"
"QI","Production Indices","9","Argentina","434","Gross per capita Production Index Number (2014-2016 = 100)","567","Watermelons","2020","2020","index","95.67","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2016","2016","index","101.36","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2017","2017","index","106.61","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2018","2018","index","107.17","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2019","2019","index","110.42","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","515","Apples","2020","2020","index","102.19","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2016","2016","index","101.49","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2017","2017","index","100.12","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2018","2018","index","98.26","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2019","2019","index","98.75","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","572","Avocados","2020","2020","index","95.76","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2016","2016","index","101.2","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2017","2017","index","96.45","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2018","2018","index","100.43","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2019","2019","index","97.51","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","486","Bananas","2020","2020","index","96.15","Fc","Calculated data"
"QI","Production Indices","19","Bolivia (Plurinational State of)","434","Gross per capita Production Index Number (2014-2016 = 100)","414","Beans, green","2016","2016","index","96.64","Fc","Calculated data"
