Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","572","Avocados","2017","2017","index","102.06","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","572","Avocados","2018","2018","index","103.17","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","572","Avocados","2019","2019","index","103.99","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","572","Avocados","2020","2020","index","104.84","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2015","2015","index","100","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2016","2016","index","100.1","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2017","2017","index","100.13","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2018","2018","index","99.98","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2019","2019","index","100.1","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","486","Bananas","2020","2020","index","100.21","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2015","2015","index","103.65","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2016","2016","index","100.42","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2017","2017","index","100","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2018","2018","index","101.35","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2019","2019","index","100.6","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","414","Beans, green","2020","2020","index","100.66","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2015","2015","index","98.17","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2016","2016","index","105.8","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2017","2017","index","107.27","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2018","2018","index","100.54","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2019","2019","index","100.99","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","426","Carrots and turnips","2020","2020","index","102.14","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","531","Cherries","2015","2015","index","99.85","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","531","Cherries","2016","2016","index","100.7","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","531","Cherries","2017","2017","index","101.87","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","531","Cherries","2018","2018","index","101.96","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","531","Cherries","2019","2019","index","102.44","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","531","Cherries","2020","2020","index","102.93","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2015","2015","index","102.01","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2016","2016","index","99.39","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2017","2017","index","100","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2018","2018","index","100.47","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2019","2019","index","99.95","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","401","Chillies and peppers, green","2020","2020","index","100.14","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","569","Figs","2015","2015","index","100.04","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","569","Figs","2016","2016","index","99.92","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","569","Figs","2017","2017","index","100.04","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","569","Figs","2018","2018","index","100.15","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","569","Figs","2019","2019","index","100.15","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","569","Figs","2020","2020","index","100.04","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","406","Garlic","2015","2015","index","100.38","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","406","Garlic","2016","2016","index","100.64","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","406","Garlic","2017","2017","index","99.94","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","406","Garlic","2018","2018","index","98.69","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","406","Garlic","2019","2019","index","98.91","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","406","Garlic","2020","2020","index","99.12","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2015","2015","index","107.63","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2016","2016","index","84.41","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2017","2017","index","92.45","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2018","2018","index","94.2","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2019","2019","index","92.17","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","507","Grapefruit (inc. pomelos)","2020","2020","index","82.48","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","560","Grapes","2015","2015","index","106.43","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","560","Grapes","2016","2016","index","77.47","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","560","Grapes","2017","2017","index","86.58","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","560","Grapes","2018","2018","index","113.38","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","560","Grapes","2019","2019","index","111.02","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","560","Grapes","2020","2020","index","90.57","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","497","Lemons and limes","2015","2015","index","111.71","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","497","Lemons and limes","2016","2016","index","120.06","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","497","Lemons and limes","2017","2017","index","119.89","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","497","Lemons and limes","2018","2018","index","142.31","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","497","Lemons and limes","2019","2019","index","134.57","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","497","Lemons and limes","2020","2020","index","130.42","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2015","2015","index","99.98","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2016","2016","index","100.68","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2017","2017","index","101.42","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2018","2018","index","101.28","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2019","2019","index","101.65","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","571","Mangoes, mangosteens, guavas","2020","2020","index","102.02","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2015","2015","index","99.91","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2016","2016","index","99.42","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2017","2017","index","100.11","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2018","2018","index","99.83","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2019","2019","index","99.93","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","568","Melons, other (inc.cantaloupes)","2020","2020","index","100.03","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","403","Onions, dry","2015","2015","index","103.23","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","403","Onions, dry","2016","2016","index","92.69","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","403","Onions, dry","2017","2017","index","100.96","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","403","Onions, dry","2018","2018","index","98.96","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","403","Onions, dry","2019","2019","index","97.54","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","403","Onions, dry","2020","2020","index","99.15","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","490","Oranges","2015","2015","index","98.3","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","490","Oranges","2016","2016","index","101.35","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","490","Oranges","2017","2017","index","100.62","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","490","Oranges","2018","2018","index","98.83","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","490","Oranges","2019","2019","index","100.8","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","490","Oranges","2020","2020","index","102.1","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","600","Papayas","2015","2015","index","99.8","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","600","Papayas","2016","2016","index","100.08","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","600","Papayas","2017","2017","index","100.08","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","600","Papayas","2018","2018","index","99.8","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","600","Papayas","2019","2019","index","99.94","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","600","Papayas","2020","2020","index","100.08","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2015","2015","index","104.08","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2016","2016","index","98.11","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2017","2017","index","35.1","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2018","2018","index","88.43","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2019","2019","index","82.17","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","534","Peaches and nectarines","2020","2020","index","86.75","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","521","Pears","2015","2015","index","100.66","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","521","Pears","2016","2016","index","84.91","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","521","Pears","2017","2017","index","84.15","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","521","Pears","2018","2018","index","91.95","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","521","Pears","2019","2019","index","97.52","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","521","Pears","2020","2020","index","97.52","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","417","Peas, green","2015","2015","index","100.07","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","417","Peas, green","2016","2016","index","100.79","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","417","Peas, green","2017","2017","index","101.4","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","417","Peas, green","2018","2018","index","102.25","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","417","Peas, green","2019","2019","index","102.95","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","417","Peas, green","2020","2020","index","103.65","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","574","Pineapples","2015","2015","index","100.02","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","574","Pineapples","2016","2016","index","99.65","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","574","Pineapples","2017","2017","index","99.47","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","574","Pineapples","2018","2018","index","99.56","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","574","Pineapples","2019","2019","index","99.5","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","574","Pineapples","2020","2020","index","99.44","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","536","Plums and sloes","2015","2015","index","98.73","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","536","Plums and sloes","2016","2016","index","92.12","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","536","Plums and sloes","2017","2017","index","23.98","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","536","Plums and sloes","2018","2018","index","107.92","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","536","Plums and sloes","2019","2019","index","92.81","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","536","Plums and sloes","2020","2020","index","91.22","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2015","2015","index","100.59","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2016","2016","index","98.66","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2017","2017","index","98.21","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2018","2018","index","98.31","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2019","2019","index","97.54","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","394","Pumpkins, squash and gourds","2020","2020","index","96.77","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","523","Quinces","2015","2015","index","100.46","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","523","Quinces","2016","2016","index","102.34","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","523","Quinces","2017","2017","index","101.36","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","523","Quinces","2018","2018","index","101.66","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","523","Quinces","2019","2019","index","102.25","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","523","Quinces","2020","2020","index","102.84","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","544","Strawberries","2015","2015","index","101.96","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","544","Strawberries","2016","2016","index","99.5","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","544","Strawberries","2017","2017","index","100","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","544","Strawberries","2018","2018","index","100.49","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","544","Strawberries","2019","2019","index","99.99","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","544","Strawberries","2020","2020","index","100.16","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","423","String beans","2015","2015","index","100.09","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","423","String beans","2016","2016","index","100.99","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","423","String beans","2017","2017","index","101.5","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","423","String beans","2018","2018","index","102.11","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","423","String beans","2019","2019","index","102.79","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","423","String beans","2020","2020","index","103.47","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2015","2015","index","101.93","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2016","2016","index","97.13","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2017","2017","index","95.21","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2018","2018","index","89.48","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2019","2019","index","88.22","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","495","Tangerines, mandarins, clementines, satsumas","2020","2020","index","91.68","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","388","Tomatoes","2015","2015","index","100.18","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","388","Tomatoes","2016","2016","index","99.58","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","388","Tomatoes","2017","2017","index","99.67","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","388","Tomatoes","2018","2018","index","99.93","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","388","Tomatoes","2019","2019","index","99.69","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","388","Tomatoes","2020","2020","index","99.44","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2015","2015","index","98.1","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2016","2016","index","98.02","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2017","2017","index","100","Fc","Calculated data"
"QI","Production Indices","9","Argentina","432","Gross Production Index Number (2014-2016 = 100)","463","Vegetables, fresh nes","2018","2018","index","98.7","Fc","Calculated data"
